/k	□蚣□□□□□眾□蛻	9633,34467,9633,9633,9633,9633,9633,30526,9633,34555
/l	□□□蜊□□□蟋蛾蝗	9633,9633,9633,34570,9633,9633,9633,34763,34558,34647
/m	買□□□□□□□□蝸	36023,9633,9633,9633,9633,9633,9633,9633,9633,34680
/n	蛇□□□□□蜿罹□□	34503,9633,9633,9633,9633,9633,34623,32633,9633,9633
/o	蚚□蚱蛛□□□□□□	34458,9633,34481,34523,9633,9633,9633,9633,9633,9633
/p	蟈螺□蛐□□蝟□蠍蛔	34760,34746,9633,34512,9633,9633,34655,9633,34829,34516
/q	虹□蚜□□□□□還蝠	34425,9633,34460,9633,9633,9633,9633,9633,36996,34656
/r	蚶蝶□蛙□□蜻睪署□	34486,34678,9633,34521,9633,9633,34619,30570,32626,9633
/s	虮□□□□□□□□□	34414,9633,9633,9633,9633,9633,9633,9633,9633,9633
/t	□□□□蚓□□□□□	9633,9633,9633,9633,34451,9633,9633,9633,9633,9633
/u	蛆□□□□□□□□□	34502,9633,9633,9633,9633,9633,9633,9633,9633,9633
/v	蚞□□□□□□□蜥□	34462,9633,9633,9633,9633,9633,9633,9633,34597,9633
/w	□□□□□□□□□蠟	9633,9633,9633,9633,9633,9633,9633,9633,9633,34847
/x	□□□□□□罷羅□□	9633,9633,9633,9633,9633,9633,32631,32645,9633,9633
/y	詈蟀罰蛀□□□蛟蚊蟑	35400,34752,32624,34496,9633,9633,9633,34527,34442,34769
/z	罘蚨□蠣□□□□□□	32600,34472,9633,34851,9633,9633,9633,9633,9633,9633
;,	咪□□□□□□嘮□□	21674,9633,9633,9633,9633,9633,9633,22062,9633,9633
;.	史呱□□□咚噯□□嚼	21490,21617,9633,9633,9633,21658,22127,9633,9633,22204
;/	呬囉□□□□□雖□□	21612,22217,9633,9633,9633,9633,9633,38614,9633,9633
;;	器咒患□□□□□□戰	22120,21650,24739,9633,9633,9633,9633,9633,9633,25136
;a	□□啞味號□咧□啄哽	9633,9633,21854,21619,34399,9633,21671,9633,21828,21757
;b	另叻囑□嗓□唧呎□咖	21478,21499,22225,9633,21971,9633,21799,21582,9633,21654
;c	足□□□□□噹□吵□	36275,9633,9633,9633,9633,9633,22137,9633,21557,9633
;d	中□咄□□忠盅□□□	20013,9633,21636,9633,9633,24544,30405,9633,9633,9633
;e	嘴噓啡□□□啃□□□	22068,22099,21857,9633,9633,9633,21827,9633,9633,9633
;f	嘩□□噴吱吋喃□哎嘲	22057,9633,9633,22132,21553,21515,21891,9633,21710,22066
;g	吳□□哪□□□嗎□□	21555,9633,9633,21738,9633,9633,9633,21966,9633,9633
;h	□□□□□□□□嗾□	9633,9633,9633,9633,9633,9633,9633,9633,22014,9633
;i	□□□咩唸□喻□□哈	9633,9633,9633,21673,21816,9633,21947,9633,9633,21704
;j	叨叩吊嗣□□喚吶啗□	21480,21481,21514,21987,9633,9633,21914,21558,21847,9633
;k	只叭□咐喉唯吩□□□	21482,21485,9633,21648,21897,21807,21545,9633,9633,9633
;l	噬□別呈吸□咱呼吻呂	22124,9633,21029,21576,21560,9633,21681,21628,21563,21570
;m	員唄□□勛□嚶□□□	21729,21764,9633,9633,21211,9633,22198,9633,9633,9633
;n	喧□□嘛□嚀□□喀□	21927,9633,9633,22043,9633,22144,9633,9633,21888,9633
;o	听吃咋唾□啦□□啪□	21548,21507,21643,21822,9633,21862,9633,9633,21866,9633
;p	喂□呷哩□□喟嘿喝唱	21890,9633,21623,21737,9633,9633,21919,22079,21917,21809
;q	叱□呀□□哺□□□嘔	21489,9633,21568,9633,9633,21754,9633,9633,9633,22036
;r	吐喋嚇哇□嗷嘖哄嗜嘻	21520,21899,22151,21703,9633,22007,22038,21700,21980,22075
;s	兄□叫□□□□□□□	20804,9633,21483,9633,9633,9633,9633,9633,9633,9633
;t	啊哏吧□□□□□□□	21834,21711,21543,9633,9633,9633,9633,9633,9633,9633
;u	咀□□□□□□嚕鵑□	21632,9633,9633,9633,9633,9633,9633,22165,40273,9633
;v	呆□□噤□□□□□喇	21574,9633,9633,22116,9633,9633,9633,9633,9633,21895
;w	□□□□呶□□□喙□	9633,9633,9633,9633,21622,9633,9633,9633,21913,9633
;x	吆嘰□□□□□唆唉□	21510,22064,9633,9633,9633,9633,9633,21766,21769,9633
;y	唁咳□□□□嚨咬□鄙	21761,21683,9633,9633,9633,9633,22184,21676,9633,37145
;z	喊□□□咦吠唷嘹□喱	21898,9633,9633,9633,21670,21536,21815,22073,9633,21937
a,	□□□□□□□□□□	9633,9633,9633,9633,9633,9633,9633,9633,9633,9633
a.	豕□豭豬□逐□□□□	35925,9633,35949,35948,9633,36880,9633,9633,9633,9633
a/	西要□栗□迺賈粟覆覃	35199,35201,9633,26647,9633,36858,36040,31903,35206,35203
a;	□□□□□□□□□□	9633,9633,9633,9633,9633,9633,9633,9633,9633,9633
aa	二元武□□□次□□□	20108,20803,27494,9633,9633,9633,27425,9633,9633,9633
ab	□□□□□□□□□□	9633,9633,9633,9633,9633,9633,9633,9633,9633,9633
ac	下□□□□□□□□□	19979,9633,9633,9633,9633,9633,9633,9633,9633,9633
ad	丁頓□□□□□□□□	19969,38931,9633,9633,9633,9633,9633,9633,9633,9633
ae	正耳□□取職耽聆聊聖	27491,32819,9633,9633,21462,32887,32829,32838,32842,32854
af	干于型□邢迂盂□形甜	24178,20110,22411,9633,37026,36802,30402,9633,24418,29980
ag	□□□□□□□□□亟	9633,9633,9633,9633,9633,9633,9633,9633,9633,20127
ah	□□□□□□□□□□	9633,9633,9633,9633,9633,9633,9633,9633,9633,9633
ai	平□□□□□□□□□	24179,9633,9633,9633,9633,9633,9633,9633,9633,9633
aj	□□□再□麗□丙□□	9633,9633,9633,20877,9633,40599,9633,19993,9633,9633
ak	□□□□□□爾□□□	9633,9633,9633,9633,9633,9633,29246,9633,9633,9633
al	万□□□□□憂□□百	19975,9633,9633,9633,9633,9633,24962,9633,9633,30334
am	歹殆烈殖□殯殃殮殊□	27513,27526,28872,27542,9633,27567,27523,27566,27530,9633
an	□□□□□□□□□□	9633,9633,9633,9633,9633,9633,9633,9633,9633,9633
ao	□□□□□□□□□□	9633,9633,9633,9633,9633,9633,9633,9633,9633,9633
ap	酉酸□醋配醉酩醮更醒	37193,37240,9633,37259,37197,37257,37225,37294,26356,37266
aq	□式□□□□□□□□	9633,24335,9633,9633,9633,9633,9633,9633,9633,9633
ar	王壬瑞球玻班玖珍珠理	29579,22764,29790,29699,29627,29677,29590,29645,29664,29702
as	兀□□□□□□□□虺	20800,9633,9633,9633,9633,9633,9633,9633,9633,34426
at	五□妻□□□□□□吾	20116,9633,22971,9633,9633,9633,9633,9633,9633,21566
au	□□□□□□□□□□	9633,9633,9633,9633,9633,9633,9633,9633,9633,9633
av	未□□□□□□□釐□	26410,9633,9633,9633,9633,9633,9633,9633,37328,9633
aw	互□□□□□□□□□	20114,9633,9633,9633,9633,9633,9633,9633,9633,9633
ax	戈弋划至□□□□鳶□	25096,24331,21010,33267,9633,9633,9633,9633,40182,9633
ay	□□□□□□□□□□	9633,9633,9633,9633,9633,9633,9633,9633,9633,9633
az	天□忝□□□□□□吞	22825,9633,24541,9633,9633,9633,9633,9633,9633,21534
b,	屎□□□□□□□□□	23630,9633,9633,9633,9633,9633,9633,9633,9633,9633
b.	□□□屜□□□□履屨	9633,9633,9633,23644,9633,9633,9633,9633,23653,23656
b/	□□□□□□□□□□	9633,9633,9633,9633,9633,9633,9633,9633,9633,9633
b;	加□□架駕避賀□□□	21152,9633,9633,26550,39381,36991,36032,9633,9633,9633
ba	慰屋□□□□屍□□□	24944,23627,9633,9633,9633,9633,23629,9633,9633,9633
bb	羽□□羿桑翠□戳習翼	32701,9633,9633,32703,26705,32736,9633,25139,32722,32764
bc	尿□□□□□屑□遲屬	23615,9633,9633,9633,9633,9633,23633,9633,36978,23660
bd	□□屈□□□□□□□	9633,9633,23624,9633,9633,9633,9633,9633,9633,9633
be	□□屝□□□□□□□	9633,9633,23645,9633,9633,9633,9633,9633,9633,9633
bf	□□□□□□□□□居	9633,9633,9633,9633,9633,9633,9633,9633,9633,23621
bg	□□預孱□□□□□局	9633,9633,38928,23409,9633,9633,9633,9633,9633,23616
bh	叉□□□□蚤□□□□	21449,9633,9633,9633,9633,34468,9633,9633,9633,9633
bi	□□□屏□□□□□□	9633,9633,9633,23631,9633,9633,9633,9633,9633,9633
bj	即眉刷勇□□□□□□	21363,30473,21047,21191,9633,9633,9633,9633,9633,9633
bk	尺□□□□□□□□層	23610,9633,9633,9633,9633,9633,9633,9633,9633,23652
bl	尾□□□□□□□□□	23614,9633,9633,9633,9633,9633,9633,9633,9633,9633
bm	□□□□□□□□□□	9633,9633,9633,9633,9633,9633,9633,9633,9633,9633
bn	迉□□□□□□□□□	36809,9633,9633,9633,9633,9633,9633,9633,9633,9633
bo	□□□□□□□□□□	9633,9633,9633,9633,9633,9633,9633,9633,9633,9633
bp	屇□□□□□□□□屢	23623,9633,9633,9633,9633,9633,9633,9633,9633,23650
bq	尼既□□□□□登□□	23612,26082,9633,9633,9633,9633,9633,30331,9633,9633
br	□展屆□□□□殿屠□	9633,23637,23622,9633,9633,9633,9633,27583,23648,9633
bs	□□□□□□□□□□	9633,9633,9633,9633,9633,9633,9633,9633,9633,9633
bt	□□□□發□□□□□	9633,9633,9633,9633,30332,9633,9633,9633,9633,9633
bu	□□□□□□□□□□	9633,9633,9633,9633,9633,9633,9633,9633,9633,9633
bv	□□□□□□□□□□	9633,9633,9633,9633,9633,9633,9633,9633,9633,9633
bw	□□□□□□□□□□	9633,9633,9633,9633,9633,9633,9633,9633,9633,9633
bx	□□□□□□□□□□	9633,9633,9633,9633,9633,9633,9633,9633,9633,9633
by	□□□□□□□□□□	9633,9633,9633,9633,9633,9633,9633,9633,9633,9633
bz	□□□□□□□□□□	9633,9633,9633,9633,9633,9633,9633,9633,9633,9633
c,	□□□□□□淡□□淆	9633,9633,9633,9633,9633,9633,28129,9633,9633,28102
c.	溪□□淨□□□派洛□	28330,9633,9633,28136,9633,9633,9633,27966,27931,9633
c/	泗□□澤□□溫□濁澡	27863,9633,9633,28580,9633,9633,28331,9633,28609,28577
c;	□況沖□浥□涓□□□	9633,27841,27798,9633,28005,9633,28051,9633,9633,9633
ca	添光洲汗淒□灑業涿酒	28155,20809,27954,27735,28114,9633,28753,26989,28095,37202
cb	泥□□澱潑□湧□□□	27877,9633,9633,28593,28497,9633,28263,9633,9633,9633
cc	洸□□□□□消□沙□	27960,9633,9633,9633,9633,9633,28040,9633,27801,9633
cd	汕□□□□□□涔□□	27733,9633,9633,9633,9633,9633,9633,28052,9633,9633
ce	淵□涉瀾□□濬□□濾	28149,9633,28041,28734,9633,9633,28652,9633,9633,28670
cf	汁□□□瀟□潔濩□湖	27713,9633,9633,9633,28703,9633,28500,28649,9633,28246
cg	淚氾池□□□□□□滬	28122,27710,27744,9633,9633,9633,9633,9633,9633,28396
ch	□□□□浪□□淤游□	9633,9633,9633,9633,28010,9633,9633,28132,28216,9633
ci	淦滋溯洋滄□淪溢□洽	28134,28363,28335,27915,28356,9633,28138,28322,9633,27965
cj	洞沉渺□□梁渙深□常	27934,27785,28218,9633,9633,26753,28185,28145,9633,24120
ck	□□滌□涕準汾浴□沿	9633,9633,28364,9633,28053,28310,27774,28020,9633,27839
cl	少染涎活沒泛澳潘淘激	23569,26579,28046,27963,27794,27867,28595,28504,28120,28608
cm	汐浿測□□□滑□□渦	27728,28031,28204,9633,9633,9633,28369,9633,9633,28198
cn	沁□□渡□滓□溶瀋□	27777,9633,9633,28193,9633,28371,9633,28342,28683,9633
co	汽沂泖□□溜□□浙浩	27773,27778,27862,9633,9633,28316,9633,9633,27993,28009
cp	汨汩沓沺□□渭泅渴漫	27752,27753,27795,27834,9633,9633,28205,27845,28212,28459
cq	江潛河柒渠浦□□漸漕	27743,28507,27827,26578,28192,28006,9633,9633,28472,28437
cr	漢泄□澆濤□清港渚澎	28450,27844,9633,28550,28644,9633,28165,28207,28186,28558
cs	□□□汛□汎□洮□□	9633,9633,9633,27739,9633,27726,9633,27950,9633,9633
ct	潯泯□津波□浸決□□	28527,27887,9633,27941,27874,9633,28024,27770,9633,9633
cu	肖□削□□逍□漁□□	32918,9633,21066,9633,9633,36877,9633,28417,9633,9633
cv	沐□□淋□□湘漆淅渣	27792,9633,9633,28107,9633,9633,28248,28422,28101,28195
cw	汝□□□□□□□□淄	27741,9633,9633,9633,9633,9633,9633,9633,9633,28100
cx	□滲□□□□□浚□治	9633,28402,9633,9633,9633,9633,9633,27994,9633,27835
cy	泣灣汴注□□瀛液滸涼	27875,28771,27764,27880,9633,9633,28699,28082,28408,28092
cz	尖□□涯□汰澈潦流淹	23574,9633,9633,28079,9633,27760,28552,28518,27969,28153
d,	□□□□□□□嶸□□	9633,9633,9633,9633,9633,9633,9633,23992,9633,9633
d.	崤□□峰崢嶽□□□□	23844,9633,9633,23792,23842,23997,9633,9633,9633,9633
d/	□□□□□□□□□□	9633,9633,9633,9633,9633,9633,9633,9633,9633,9633
d;	□□□□□□□□□巖	9633,9633,9633,9633,9633,9633,9633,9633,9633,24022
da	凹凸□□□□□□耑蚩	20985,20984,9633,9633,9633,9633,9633,9633,32785,34473
db	屴□崛□□□□□□□	23668,9633,23835,9633,9633,9633,9633,9633,9633,9633
dc	□□□□□□峭□□□	9633,9633,9633,9633,9633,9633,23789,9633,9633,9633
dd	出□□□□□□□□□	20986,9633,9633,9633,9633,9633,9633,9633,9633,9633
de	□□□□□□□□□□	9633,9633,9633,9633,9633,9633,9633,9633,9633,9633
df	羋□□□岐□巔□□□	32651,9633,9633,9633,23696,9633,24020,9633,9633,9633
dg	岩□□□□□□□□□	23721,9633,9633,9633,9633,9633,9633,9633,9633,9633
dh	□□□□□□□□□□	9633,9633,9633,9633,9633,9633,9633,9633,9633,9633
di	□□□嵯嶺□崙□□□	9633,9633,9633,23919,23994,9633,23833,9633,9633,9633
dj	峒峴□□□□□崗□巉	23762,23796,9633,9633,9633,9633,9633,23831,9633,24009
dk	□□□□□崔□峪□□	9633,9633,9633,9633,9633,23828,9633,23786,9633,9633
dl	□□□巍岌□□□峨牌	9633,9633,9633,24013,23692,9633,9633,9633,23784,29260
dm	□□□□□□□□□□	9633,9633,9633,9633,9633,9633,9633,9633,9633,9633
dn	崇□□□□□□崆□□	23815,9633,9633,9633,9633,9633,9633,23814,9633,9633
do	岓屹□□□□□□□□	23699,23673,9633,9633,9633,9633,9633,9633,9633,9633
dp	崑□岬岫□□□□□□	23825,9633,23724,23723,9633,9633,9633,9633,9633,9633
dq	□□□□□□□豈嶄嶇	9633,9633,9633,9633,9633,9633,9633,35912,23940,23943
dr	嵌牒□峙□□崁□□牘	23884,29266,9633,23769,9633,9633,23809,9633,9633,29272
ds	□□□□□□□□□□	9633,9633,9633,9633,9633,9633,9633,9633,9633,9633
dt	□岷□□□□□□□□	9633,23735,9633,9633,9633,9633,9633,9633,9633,9633
du	□□□□□□崩□□□	9633,9633,9633,9633,9633,9633,23849,9633,9633,9633
dv	□□□□□□□崧□□	9633,9633,9633,9633,9633,9633,9633,23847,9633,9633
dw	□□□□□□□□□□	9633,9633,9633,9633,9633,9633,9633,9633,9633,9633
dx	嵐幽□□□□胤峻□□	23888,24189,9633,9633,9633,9633,32996,23803,9633,9633
dy	岦□□□□□□□□嵩	23718,9633,9633,9633,9633,9633,9633,9633,9633,23913
dz	岸□□崖版□□峽□□	23736,9633,9633,23830,29256,9633,9633,23805,9633,9633
e,	□□□□□□□□□□	9633,9633,9633,9633,9633,9633,9633,9633,9633,9633
e.	□處□□□□□□□閣	9633,34389,9633,9633,9633,9633,9633,9633,9633,38307
e/	閩□□□□□□□□□	38313,9633,9633,9633,9633,9633,9633,9633,9633,9633
e;	問占□□虞□□□閭闆	21839,21344,9633,9633,34398,9633,9633,9633,38317,38342
ea	上閂聞開□□□□劇□	19978,38274,32862,38283,9633,9633,9633,9633,21127,9633
eb	闋□□□□□□□□闢	38347,9633,9633,9633,9633,9633,9633,9633,9633,38370
ec	步□□□□□□□闊□	27493,9633,9633,9633,9633,9633,9633,9633,38346,9633
ed	川□□□□□□□□□	24029,9633,9633,9633,9633,9633,9633,9633,9633,9633
ee	非□□□翡悲□□□蜚	38750,9633,9633,9633,32737,24754,9633,9633,9633,34586
ef	□□□□歧□闐□閉□	9633,9633,9633,9633,27495,9633,38352,9633,38281,9633
eg	□□□□□□□闖□□	9633,9633,9633,9633,9633,9633,9633,38358,9633,9633
eh	閍□□□□□□□□□	38285,9633,9633,9633,9633,9633,9633,9633,9633,9633
ei	齒□闕□齦□齟齡齣齪	40786,9633,38357,9633,40806,9633,40799,40801,40803,40810
ej	睿□□□□□□□閻□	30591,9633,9633,9633,9633,9633,9633,9633,38331,9633
ek	閃□□□□虧□□□閱	38275,9633,9633,9633,9633,34407,9633,9633,9633,38321
el	□□□□□□□□□□	9633,9633,9633,9633,9633,9633,9633,9633,9633,9633
em	貞□□□餐□□□□□	35998,9633,9633,9633,39184,9633,9633,9633,9633,9633
en	悶□□□□□□□□□	24758,9633,9633,9633,9633,9633,9633,9633,9633,9633
eo	閰□□□□□□□□□	38320,9633,9633,9633,9633,9633,9633,9633,9633,9633
ep	間□虜卓□慮膚□鹹□	38291,9633,34396,21331,9633,24942,33178,9633,40569,9633
eq	此北□柴邶訾背戲□冀	27492,21271,9633,26612,37046,35390,32972,25138,9633,20864
er	□闔□閨□□□鬨□□	9633,38356,9633,38312,9633,9633,9633,39720,9633,9633
es	虎□□□□□□□彪□	34382,9633,9633,9633,9633,9633,9633,9633,24426,9633
et	□□□□遐□□□□闈	9633,9633,9633,9633,36944,9633,9633,9633,9633,38344
eu	肯閒□□□□□□□□	32943,38290,9633,9633,9633,9633,9633,9633,9633,9633
ev	閑□□□□□□□□闌	38289,9633,9633,9633,9633,9633,9633,9633,9633,38348
ew	虛□□□□□□□□□	34395,9633,9633,9633,9633,9633,9633,9633,9633,9633
ex	□關□□□□□□□□	9633,38364,9633,9633,9633,9633,9633,9633,9633,9633
ey	誾閡□□□□鬧□虔□	35518,38305,9633,9633,9633,9633,39719,9633,34388,9633
ez	歲閎□□□□□□□□	27506,38286,9633,9633,9633,9633,9633,9633,9633,9633
f,	□□□□□求□□蔽□	9633,9633,9633,9633,9633,27714,9633,9633,34109,9633
f.	艾□□菜□□□荻藐□	33406,9633,9633,33756,9633,9633,9633,33659,34256,9633
f/	茧蘿□薯□□夢□□□	33575,34367,9633,34223,9633,9633,22818,9633,9633,9633
f;	古克□□□辜胡□莒歡	21476,20811,9633,9633,9633,36764,32993,9633,33682,27489
fa	蒜莖茸華萋□葬□□蕈	33948,33686,33592,33775,33803,9633,33900,9633,9633,34120
fb	支□□□協□□□□茄	25903,9633,9633,9633,21332,9633,9633,9633,9633,33540
fc	薄□莎□范茫□蒞蒲蕩	34180,9633,33678,9633,33539,33579,9633,33950,33970,34153
fd	井卅茁豐□□□□□□	20117,21317,33537,35920,9633,9633,9633,9633,9633,9633
fe	芷卌菲蘭葭□□藺□蘆	33463,21324,33778,34349,33901,9633,9633,34298,9633,34310
ff	卉□□卅慧□荸藉□苦	21321,9633,9633,21317,24935,9633,33656,34249,9633,33510
fg	□□蒸蓀□□□□□□	9633,9633,33976,33984,9633,9633,9633,9633,9633,9633
fh	寸芳□□□□□菸□□	23544,33459,9633,9633,9633,9633,9633,33784,9633,9633
fi	□□□荼蒼□□□□□	9633,9633,9633,33660,33980,9633,9633,9633,9633,9633
fj	苜索繭苒勃□□南挈菟	33500,32034,32365,33490,21187,9633,9633,21335,25352,33759
fk	耒蓊芥茶耙舊芬麥耗耦	32786,33994,33445,33590,32793,33290,33452,40613,32791,32806
fl	才□薛萎苞芍□菊萄驚	25165,9633,34203,33806,33502,33421,9633,33738,33796,39514
fm	蔡□□□苑□□□□萵	34081,9633,9633,9633,33489,9633,9633,9633,9633,33845
fn	芝芯菅蔗□蕊□蓉□□	33437,33455,33733,34071,9633,34122,9633,33993,9633,9633
fo	芹薇茆蕪□□□萸□董	33465,34183,33542,34154,9633,9633,9633,33848,9633,33891
fp	苗□□草□□邁□葛蔓	33495,9633,9633,33609,9633,9633,36993,9633,33883,34067
fq	莗萇芽□苣博□荳□□	33687,33799,33469,9633,33507,21338,9633,33651,9633,9633
fr	□葉□蕘□□菁藝著薹	9633,33865,9633,34136,9633,9633,33729,34269,33879,34233
fs	□□□□芟□□□□□	9633,9633,9633,9633,33439,9633,9633,9633,9633,9633
ft	邦□蕭□芎薩□蔭□葦	37030,9633,34157,9633,33422,34217,9633,34093,9633,33894
fu	直□□□□□菔蘇□□	30452,9633,9633,9633,9633,9633,33748,34311,9633,9633
fv	茉□□□□□□萊□□	33545,9633,9633,9633,9633,9633,9633,33802,9633,9633
fw	□□□菇□□□□□茹	9633,9633,9633,33735,9633,9633,9633,9633,9633,33593
